<expr>,ct.count,
/TISH/AQWA/STEFAN6290,87938,
/INDS/NYC/MANAGE8277,87902,
/SER/CLA/BASERO0252,87898,
/SER/MNT/VOLOFI0953,87864,
/INDS/DC3/VEMOS97689,87863,
/TISH/CHI/SPANTR8388,87714,
/SER/MAR/GUESTW8605,87707,
/INDS/233/MRISOF8943,87661,
/JLL/15/ASTREE6919,87660,
/MAY/WAU/AMERIC6382,87543,
/INDS/NYC7/INFLUE5118,87512,
/INDS/HY/CENTIV4063,87502,
/CARR/KST/ROBERT5232,87494,
/VX/SA/GUESTW6624,87492,
/TISH/1230/MADISO2825,87373,
/INDS/LA5/LAWLIS3757,87366,
/CARR/LAS/POLLAR9857,87337,
/JLL/NSH/OXBRID1243,87308,
/INDS/NYC4/GETYOU1054,87286,
/INDS/ROSE/ELIONP0063,87187,
/INDS/IRV2/STARQD6569,87101,
/INDS/MIN1/STEVEE9303,86908,
/CC/NCE/YEASSO9879,86753,
/VX/OAK/MAJORK1348,86724,
/SER/ROCH/MANAGE3394,86685,
/LAU/DC2/2020DE4126,86578,
/FUSE/PRO/THEGRE9774,86478,
/MAY/WAU/TONYME6564,86460,
/HUGO/KEAR/CITYWI8298,86384,
/CARR/SFL/MOTION6417,86376,
/INDS/1801/ULTRAC3429,86371,
/LAU/DC2/RENEWP1458,86121,
/INDS/NYC3/ATLASM0761,86026,
/INDS/NYC7/CENSUS6654,85949,
/INDS/BK2/WILDST0324,85947,
/INDS/NYC/PANORA4818,85883,
/INDS/AUS2/LOUNGE9378,85871,
/VX/DEN/BRIDGE0137,85763,
/TISH/42/DATABR3484,85571,
/VX/DEN2/KOREYE4080,85549,
/INDS/PAS2/INDUST3898,85505,
/INDS/ARL/UNITED7932,85337,
/INDS/DART/GPFS870010,85281,
/TISH/CHI/STUDIO7506,85212,
/INDS/BEL/NESTSO5790,85201,
/FUSE/AUS/DONATI0923,85179,
/INDS/IRV2/ONETEA8964,85086,
/TISH/BEV/LAUREN6871,84973,
/VX/DEN/TWOPAR7379,84969,
/INDS/CAM/BRANDI0785,84840,
/MC/HOU/SPEEDO3032,84746,
/INDS/NYC/BROADS0627,84717,
/INDS/DART/ONEWAY1878,84689,
/TISH/1230/FARMER8296,84595,
/INDS/NYC/NEURAF9101,84583,
/INDS/PHI/COMPAS4931,84571,
/INDS/KC/PUSHLY8333,84506,
/INDS/CM/RADASS4348,84367,
/TISH/CHI/THECHI2291,84363,
/CARR/KST/UNFPA16264,84362,
/INDS/BOST4/SQUARE8338,84343,
/INDS/NPB/AAACAP4603,84262,
/INDS/BOULD/ARTURO3155,83940,
/INDS/POR/DIGITA5752,83888,
/TISH/DC/CAPITO2239,83888,
/INDS/LA1/4K26636553,83877,
/INDS/PIT2/INDUST3810,83847,
/JLL/DIS/ACCENT9291,83793,
/SER/MEM/BROGAN1860,83770,
/TISH/300/INTERP8007,83736,
/INDS/ARL/SWARMA9084,83722,
/SER/DEN2/DRAWBR9157,83705,
/INDS/SAN2/MEDPLU3478,83590,
/INDS/1801/BULLYP4663,83539,
/DCW/GST/XRASSO6797,83423,
/INDS/ROSE/RAINPL2345,83316,
/INDS/SH/BURREL4768,83234,
/CARR/1455/ZANIEL7718,83194,
/HUGO/KEAR/LEVIAT2573,83146,
/INDS/STP/NEONLO3736,83073,
/INDS/PHI2/DYNAMI9828,83044,
/CC/DAL/FVCINS3909,83040,
/NYCOS/AA/ATASH145,82818,
/INDS/ROSE/CARDIN1211,82806,
/INDS/DC2/THEFOU4632,82795,
/TISH/AQWA/K3INVE4943,82727,
/CARR/KST/CARR170684,82693,
/INDS/HOU2/RIGSTA7014,82520,
/INDS/COL2/BUILDI4426,82495,
/INDS/DED/BLUELA3428,82445,
/CARR/MAM/ADAMKN9650,82426,
/INDS/KC/GREGOR8124,82089,
/INDS/NYC/GUPTAM9489,82072,
/TISH/525WM/GUESTW9420,81872,
/CARR/ELW/BSWINN6758,81666,
/INDS/AUS/SPINER5442,81653,
/TISH/1230/MANIFE4890,81604,
/DD/CH/THEBOW2331,81591,
/INDS/BOULD/ARGOSY6734,81543,
/SER/MAR/WATCOL4973,81464,
/INDS/2311/CORNER5564,81452,
/INDS/BET/GLASSY8554,81422,
/FOUR/LAND/RYANCO6120,81358,
/INDS/CHAR/THUNDY8122,81333,
/TISH/595/FINANC6577,81125,
/CC/NCE/JESSEV8897,81119,
/INDS/LA1/FIRSTI9447,80968,
/SER/MCK/SEREND5703,80940,
/INDS/FSQ/ANDER71744,80892,
/INDS/NYC4/CHAMEL4018,80888,
/SYW/HQ/SANCTU2421,80861,
/INDS/CM/MESAST7704,80762,
/INDS/STP/BAYVIE7219,80710,
/INDS/SAN2/EVREAL5080,80687,
/INDS/KC/ALLIAN8290,80663,
/INDS/ARL2/STRATE0049,80652,
/INDS/NPB/EGROWT4298,80640,
/INDS/TEM/LIFEEX3262,80617,
/TISH/DC/NATION3132,80477,
/INDS/JC/SIMPLE8054,80417,
/INDS/AUS2/IDEALS0910,80285,
/VX/HOLY/DAVESP9489,80145,
/JLL/SEA/KRAFTH0568,80115,
/INDS/AUS2/THEGUA0963,80085,
/JLL/CHES/MATISS6553,80046,
/LAU/DC2/NATION7347,80025,
/INDS/JC/MNNCGR7090,79931,
/INDS/LA5/TOLLBR2885,79915,
/TISH/VAR/HEARTH8064,79891,
/SER/MEM/ADP1753965,79735,
/INDS/NYC3/THEBLI9828,79719,
/INDS/NYC/BIGCIT8727,79707,
/INDS/WM/GRANDV2550,79661,
/INDS/ARL/ACALYX7619,79644,
/FUSE/PRO/EDGETT0614,79582,
/INDS/PAL/BLUEUR9232,79524,
/INDS/SAN2/GRATIC5213,79429,
/INDS/DFM/HWMEDI1864,79396,
/INDS/SH/MANAGE1348,79393,
/SER/KAN/LRGCOR9350,79283,
/INDS/PLA/GEOFFS7085,79264,
/INDS/PHI2/LOUNGE7271,79201,
/INDS/NPB/NATION2164,79132,
/INDS/GLEN/ABELIA3755,79122,
/IQ/MON/BTYCON5037,79084,
/INDS/1PP/TRGRP89453,79076,
/INDS/COL2/FLUFFS0145,79013,
/INDS/NYC/OPENIN2263,78929,
/INDS/PHX/BENNIE2740,78918,
/INDS/TEM/KOMARA9461,78916,
/INDS/1411/BITLY45018,78910,
/INDS/FSQ/HIBERN5216,78820,
/VX/DEN2/IPROTE9111,78771,
/INDS/PLA/SIZEMA6177,78744,
/INDS/DFM/RENTRE8384,78731,
/INDS/CLAY/PRI2512288,78709,
/INDS/2311/INDUST6319,78663,
/INDS/NYC7/EXPENS2335,78614,
/INDS/909/VALLOM0425,78574,
/VX/DEN2/AVEPOI5843,78572,
/SER/MEM/UPFLEX3089,78539,
/INDS/CHI2/INDUST7216,78512,
/INDS/AUS3/NOVUSP0502,78467,
/INDS/IND/MANAGE1135,78424,
/INDS/RAL2/SALESF6871,78420,
/INDS/IRV2/PHENOG2511,78371,
/INDS/NYC/PAMETP6025,78333,
/INDS/DART/AUXPAN6710,78268,
/INDS/SAN2/MARUBE4366,78251,
/CARR/4800/LOUNGE4137,78176,
/INDS/SAN3/LOUNGE3559,78038,
/INDS/6060/XPRIZE9889,78008,
/INDS/2311/TANAGR2693,78002,
/SER/ROCH/LOUNGE5246,77993,
/FOUR/LAND/PREMIE5290,77979,
/INDS/AUS/UMBRAS6910,77942,
/JLL/RES/JELLYF4882,77892,
/INDS/1722/FREEDO1755,77876,
/INDS/HOU2/MICROS5328,77855,
/INDS/NYC3/VERRIE0625,77773,
/INDS/2033/TRUEFO4919,77714,
/INDS/BK/PREDIC0247,77673,
/MAY/WAU/ENTRUS5627,77671,
/INDS/NYC5/AUDITM1241,77663,
/INDS/CH/SONICP3765,77651,
/INDS/BOULD/STILES7936,77635,
/EXEC/HIP/PROPPL7996,77632,
/INDS/CH/HIGRAD0789,77618,
/INDS/HUD/THIRDS2128,77556,
/INDS/MAN/MUBI943938,77550,
/INDS/HOU2/TESSAL3991,77539,
/INDS/SAN2/FRIGAD7059,77490,
/INDS/233/INDUST5712,77349,
/INDS/CHI2/WINDSO7900,77318,
/SER/KAN/WILLIS4545,77273,
/INDS/SAN3/KIDDOM2264,77258,
/CC/PLA/OCTAHE2535,77194,
/SYW/HQ/SYNCAR0388,77172,
/TISH/595/OUTSET5027,77150,
/OLI/CAR/SANSON0356,77135,
/TISH/CS/WINCOV1889,77043,
/NEXUS/1201/DISCOV5321,76942,
/SER/DUB/SEREND6314,76906,
/INDS/CARM/NICERS0408,76903,
/JLL/CHES/CENTER8172,76856,
/HINE/HOU/CODENI9430,76826,
/INDS/PIT2/PRDIGI5109,76756,
/VX/SA/THEPHO1937,76641,
/INDS/HOU2/MANAGE4889,76546,
/INDS/JC/VISMOL8036,76481,
/INDS/DC2/INSTAC6435,76451,
/TISH/BOS/SCHNEI0638,76445,
/INDS/PHX2/CAPROC0438,76368,
/INDS/6060/TURNER0513,76244,
/INDS/NYC8/METAPR8296,76177,
/SER/MNT/BREACH9422,76177,
/SER/KAN/SEREND2215,76139,
/INDS/WC/KISADO5962,76086,
/INDS/32/GETSON2910,76022,
/TISH/1230/BOOZAL7726,76002,
/INDS/IRV2/EM360T7301,75980,
/INDS/CHI2/GUMBOG6700,75972,
/HUGO/KEAR/FALCON0411,75876,
/SAGE/NY/GUESTW9590,75799,
/INDS/PLA/MATTPO6122,75673,
/INDS/KC/LOUNGE5113,75655,
/INDS/1PP/AIRBOR7202,75607,
/INDS/NYC8/MITIGA9122,75516,
/CARR/KST/READYN8669,75466,
/INDS/ABER/TOOLCH9748,75355,
/TISH/CHI/INXEPT7518,75343,
/TISH/1230/OSBORN9047,75339,
/INDS/BOULD/IRONCO8163,75298,
/INDS/HOU2/INDUST2253,75284,
/EOO/AVI/MANAGE9864,75231,
/VX/DEN2/MICHAE5967,75191,
/INDS/DART/WTPART8803,75135,
/INDS/PIT2/TRUEFI9270,75057,
/MAY/WAU/VENTUR3682,75044,
/INDS/KC/MCCART5605,74891,
/FUSE/HOU/USAUPS4690,74871,
/ES/MS/DONNIE9772,74801,
/INDS/FSQ/CONVER7019,74771,
/INDS/DC9/ASSOCI0208,74698,
/INDS/RAL2/CHEKHU5873,74654,
/INDS/DC7/ELUVIA9873,74605,
/TISH/333/AGERO28022,74472,
/INDS/WC/OUTSOU7703,74405,
/CARR/LAS/GODART8314,74386,
/INDS/DIV/HILL322634,74363,
/INDS/TOR/AIPLCA2066,74362,
/INDS/6601/FACTSE7177,74346,
/INDS/WC/AECORE0532,74277,
/VX/DEN/DEVONB9831,74257,
/VX/ARL/THEWAS4774,74256,
/TISH/VAR/CARDIO9764,74212,
/INDS/PAS/COBBLE8477,74165,
/CARR/EMB/OCONNO0161,74162,
/INDS/LA3/TURNIN9357,74134,
/INDS/DC2/INTERN5588,73973,
/LAU/DC2/SCRIPT9085,73898,
/INDS/LA3/SAFERI0018,73784,
/HUGO/KEAR/CARMEL7443,73776,
/TISH/BEV/JASONR9511,73734,
/INDS/LAS/103ADV9362,73641,
/SER/KAN/KNOWLE7595,73518,
/CARR/ELW/FORTWA8122,73471,
/INDS/TEM/INFORM6458,73468,
/INDS/WC/PARAGO3490,73428,
/INDS/WM/THELAR9410,73417,
/HINE/HOU/GILDEL6786,73410,
/CARR/DIA/ENDTOE6741,73402,
/TISH/AQWA/NEWCLI4079,73344,
/CARR/WIS/ENDINE9186,73327,
/VX/BETH/AWESTR7095,73262,
/INDS/BOST4/TRUSTE7805,73217,
/INDS/6060/TWENTY3618,73205,
/PREM/IRV/DRAZAA2307,73183,
/INDS/NYC8/BIPSYN7425,73172,
/INDS/1411/MERIDI2183,73152,
/SER/MAR/GALTPH4261,73029,
/CARR/IND/MANAGE5044,72967,
/INDS/HY/OUROBO1756,72638,
/INDS/NYC6/ACCORD2578,72622,
/CARR/ELW/GUESTW0912,72518,
/MAY/WAU/2100DI2496,72500,
/DD/ML/YGGLES5295,72484,
/FUSE/PRO/WEBBFO1215,72400,
/FOUR/LAND/KEITHB1800,72395,
/INDS/CARM/MANAGE4123,72369,
/VX/HOLY/GUESTW3797,72367,
/VX/BETH/SOCIAL7722,72154,
/INDS/IRV2/KESTRE8317,72115,
/INDS/MAN/INSIDE9086,72106,
/INDS/NYC/PROMET9411,72052,
/INDS/IRV/TRITEN6754,71984,
/INDS/BLS/MONUME5417,71798,
/JLL/CHES/INCIDE9931,71754,
/INDS/NYC8/MANAGE1289,71720,
/ADVAN/LST/LB32115729,71692,
/CARR/WIS/LACKIC4413,71683,
/INDS/PAL/JANEKH4779,71617,
/INDS/1801/DANIEL7781,71543,
/INDS/PHI/BIOMED7258,71475,
/INDS/LA3/SHIRLE3473,71467,
/INDS/COL2/ELIFIN0262,71328,
/INDS/FSQ/GLOBAL3219,71324,
/INDS/SEA/KALLES6412,71316,
/CARR/DIA/NOVAHI2024,71268,
/INDS/BOULD/LOUNGE1917,71118,
/SER/KAN/LARGAY3250,71064,
/NYCOS/420/AEGISE1467,71037,
/INDS/NYC5/ANAPHO1303,71019,
/INDS/1PP/PROSPE1993,70945,
/INDS/NPB/WIREDS5583,70945,
/INDS/DC/CITYFI0684,70833,
/CARR/WIS/THEHOW7196,70743,
/SYW/HQ/WEALTH8677,70679,
/INDS/LA1/KACHME8966,70577,
/INDS/6060/LOUNGE2716,70548,
/INDS/CHI3/DECISI4164,70504,
/INDS/DED/INDUST9607,70504,
/KILN/PC/PAINES8782,70468,
/SER/MAR/ZS43645056,70397,
/INDS/IRV/SAGE574508,70369,
/INDS/DC2/BASEOP9113,70356,
/INDS/NYC5/OGDENP9863,70311,
/INDS/SH/HURC239006,70244,
/INDS/NYC6/THECHA2995,70219,
/INDS/CM/GARCIA3434,70214,
/INDS/GLEN/JANEST3064,70191,
/VX/BETH/PRORYT4380,70155,
/LAU/CP/ENGINE7226,70145,
/VX/OAK/FORTIF0460,70093,
/INDS/HUD/FLYLOU3590,70074,
/CC/FW/DAFFRO7542,70049,
/INDS/MAN/PRIMIS5868,70012,
/CARR/1455/CARRPR8341,70003,
/INDS/CHI3/FIREFL1936,69997,
/FUSE/HOU/BAYLOR9565,69981,
/INDS/PHX/IGNITE7861,69908,
/CARR/DIA/DENYSY8763,69888,
/COVE/AL/WOMENS6741,69856,
/PREM/IRV/WELLSF7058,69851,
/FUSE/HOU/CLOUD96134,69832,
/INDS/STP/NATDA18209,69810,
/INDS/NYC5/CAPITA1128,69786,
/INDS/SFL/ASHLAN5825,69767,
/INDS/PLA/SYNEOS0655,69730,
/SER/KAN/GOOSEH1656,69721,
/FUSE/AUS/ZISSLE7826,69659,
/INDS/ABER/PROPYL3694,69643,
/WB/CH/KINSON0911,69626,
/INDS/SLC2/MTRL756594,69581,
/INDS/DC2/CARBON1298,69569,
/VX/BETH/JSKMED1803,69541,
/INDS/SD/ACMART2991,69498,
/INDS/DC/SYRIAN8467,69472,
/INDS/NPB/FREESP1215,69326,
/INDS/WM/NW1PAR0608,69250,
/HINE/HOU2/SQUARE9857,69221,
/INDS/323/PETERS3230,68870,
/INDS/909/BOTHFE2675,68807,
/CARR/1325/OFFITK0030,68772,
/LAU/DC2/LAUNCH6410,68753,
/JLL/LIC/PROGEN3909,68701,
/INDS/RAL2/INDIEC4501,68686,
/INDS/CAM/INDUST1203,68611,
/INDS/6060/THELAD5712,68609,
/CARR/ER/JAMESM3261,68571,
/VX/DEN2/MONARC9945,68423,
/INDS/BK2/IMAGET9894,68421,
/VX/DEN2/DEDICA0541,68421,
/INDS/WM/VIVANT0428,68396,
/EXEC/HIP/EQUILA1768,68387,
/CARR/LAS/THESOC3945,68386,
/CARR/DIA/PONACC8776,68354,
/INDS/1722/C2ARTA8819,68263,
/INDS/CLAY/TEAMRI1410,68211,
/SYW/HQ/21STCE5438,68133,
/INDS/6060/1021CR3044,68103,
/INDS/NYC7/CYBERC6943,68096,
/TISH/1230/MARCOP6264,68066,
/FUSE/PRO/RUDDLE3465,68048,
/INDS/BK2/BARRYH3288,68033,
/INDS/NYC8/STRIDE1202,68000,
/INDS/CLAY/ARCADI1589,67983,
/INDS/IRV/TRUETE8568,67937,
/INDS/NYC7/THINKB8184,67929,
/INDS/AUS/LOUNGE8759,67863,
/BES/HOU/PIGGYB5236,67826,
/INDS/STP/CROWDP8014,67788,
/INDS/HY/NOUVEL6748,67719,
/INDS/DC/CRISIS0345,67718,
/LAU/MD2/JOEABU1538,67660,
/INDS/AUS/COMMAN6256,67579,
/SER/WP/CONSOR3814,67554,
/TISH/42/IMPACT9905,67553,
/INDS/AUS/STRATO5594,67506,
/INDS/NYC6/NSACRE7019,67470,
/INDS/KC/PLAZAC6535,67373,
/LW/717/SITEM2627,67373,
/TISH/1R/STUDIO4339,67363,
/INDS/323/CBRECU7021,67283,
/TISH/42/BLACKP8755,67253,
/INDS/DC3/BOOMTE8240,67221,
/INDS/WM/METROE3420,67186,
/INDS/PAL/TRAYTH8359,67122,
/TISH/333/STUDIO4035,67103,
/INDS/PLA/BSMGLO0358,67081,
/SER/ATL3/PROGRE6803,67069,
/INDS/LA1/SIMPLI1304,67055,
/INDS/MIN1/COXHOL3182,67045,
/INDS/WC/INTERS2532,66998,
/INDS/CARM/MCCART6294,66958,
/INDS/TOR/P1CONS9838,66936,
/SER/ATL/LASTEN2749,66920,
/CC/NCE/RODNEY3413,66915,
/INDS/CHI2/AGCPAR6912,66868,
/INDS/TOR/GAMMAW6048,66852,
/TISH/42/KOHNPE8429,66645,
/INDS/1722/PREMIE7741,66636,
/INDS/LA3/VERSED1514,66536,
/ES/MS/BIOCUR4234,66434,
/INDS/CARM/MARQUI2002,66413,
/INDS/SAN2/WATTSG1310,66406,
/INDS/BK2/RACHEL0565,66334,
/CARR/1455/SCANGR4763,66325,
/INDS/NYC/BARDRO3992,66311,
/INDS/PAS2/LOUNGE5106,66245,
/INDS/2033/AVERYD7911,66185,
/JLL/CHES/HCITCO3841,66157,
/JLL/RES/GRANTE9563,66142,
/INDS/TYS/MAUSA17120,66107,
/INDS/LA3/MACLYN1907,66095,
/INDS/6060/HEALTH3152,66066,
/INDS/CM/YELLOW6098,66012,
/INDS/HY/MANAGE1976,66012,
/INDS/POR/FRANKR5818,65899,
/VX/DEN2/VERUSA4566,65830,
/INDS/PLA/DAECHW5428,65780,
/DCW/GST/STANTO5034,65733,
/INDS/PORT2/FERNHE9806,65674,
/CARR/LAS/LOUNGE9202,65629,
/INDS/NYC/FIGMEN5867,65568,
/SYW/PB/HAYESS4872,65517,
/INDS/BK2/IKMUEL6344,65447,
/NYCOS/420/TERRAN6348,65393,
/INDS/TOR/STNVID6481,65382,
/TISH/1230/IFOGRO7851,65359,
/INDS/TOR/ANCEST8015,65218,
/INDS/AUS3/BUILDG8908,65206,
/INDS/GLEN/GUARAN7991,65198,
/CC/FW/BOWLIN2706,65128,
/INDS/PHX2/JACOBT2771,65095,
/LAU/MD2/VISITI9730,65061,
/JLL/CHI/SEKOLO9084,65011,
/YO/CH/ORACLE3047,64955,
/SER/RID/A10CAP4785,64860,
/INDS/DART/CARTOG8433,64857,
/ARG/NYC/OVERSU4775,64843,
/CARR/TYS/CAUDLE0780,64750,
/TISH/333/POINT76416,64717,
/SER/MEM/LGCASS2198,64702,
/INDS/HUD/ONEMIN1729,64614,
/INDS/1411/K2HEAL1193,64598,
/PREM/IRV/9THSTP4403,64585,
/INDS/NYC3/ROMANO2030,64577,
/INDS/ABER/INSPIR4267,64537,
/INDS/233/AEGISL0745,64497,
/INDS/NYC4/MOHRPA0278,64388,
/SER/WSP/LOUNGE0473,64339,
/INDS/FSQ/DALLIN1512,64288,
/VX/ARL/CASHHO6128,64246,
/INDS/1PP/JPLAGE9340,64219,
/INDS/ARL2/C3COMM8507,64209,
/INDS/DC3/OPENCI2906,64094,
/JLL/DIS/MEREDI1472,64054,
/INDS/PHI3/LYQUIX1814,63953,
/VARI/COP/COMPAS6147,63952,
/INDS/DC/BKLARC0941,63938,
/INDS/IRV/CHORTA9849,63938,
/INDS/PHI2/LEONIS9767,63932,
/FUSE/AUS/JACKAL9997,63886,
/TISH/300/GPINVE6125,63878,
/INDS/FSQ/BINARY7397,63863,
/INDS/ROSE/ARETKO5028,63719,
/CC/FW/JONDOY0236,63670,
/DD/ML/76WORD0940,63654,
/ES/MS/JLLTES4177,63602,
/INDS/233/POLEST8021,63593,
/INDS/LAS/INTERS9851,63495,
/INDS/CHI3/INDUST9635,63406,
/INDS/CHAR/WELLNE4798,63364,
/INDS/WM/CHICAG4335,63333,
/TISH/AQWA/BEYOND1821,63298,
/TISH/42/STUDIO7266,63282,
/TISH/42/DIDIT14558,63275,
/INDS/DC3/EXETER8005,63235,
/INDS/NYC3/PROTIV2314,63228,
/CARR/SFL/FRANCI9720,63185,
/SER/WSP/GABEJO4156,63184,
/HELIX/295/ATYETI8350,63162,
/INDS/BOST/MCSGRO1827,63160,
/INDS/DART/KEVIKI2551,63119,
/INDS/BOULD/BONZO42531,62981,
/INDS/CH/INDUST2768,62981,
/CARR/745/GROSSM5146,62971,
/INDS/ARL/THEAAK0810,62959,
/CARR/EMB/SEILER7412,62951,
/TISH/45R/STUDIO3199,62918,
/INDS/TOR/SPRING8812,62845,
/INDS/DED/PROPIF5376,62820,
/SER/MEM/CONCEN9960,62805,
/INDS/BLS/MANAGE6242,62790,
/INDS/DIV/HOWARD2509,62788,
/FUSE/HOU/TWFGJI5689,62657,
/INDS/ABER/BECOME6768,62577,
/TISH/45R/STUDIO7138,62557,
/CC/NCE/ABRAHA6618,62548,
/SER/BUF2/MANAGE1012,62500,
/CC/DAL/ANGELW4422,62490,
/LAU/DC2/HECTOR6413,62467,
/SER/ROCH/MAURIC5746,62457,
/CARR/LIB/SYNTON3805,62348,
/INDS/SD/SCATEN9095,62312,
/INDS/BLS/GUESTW7867,62305,
/VX/DEN/FOOTHI8767,62296,
/INDS/STP/CARRLA1579,62267,
/INDS/DART/GOODEN9047,62063,
/INDS/1411/PROFES1349,61986,
/INDS/DC4/INDUST1698,61970,
/INDS/CHAR/LYNCHM1557,61941,
/INDS/POR/JACKNA7687,61890,
/INDS/SAN/FREEFO9600,61848,
/INDS/NYC6/NEOPHI7346,61846,
/CARR/300/ENERGY1978,61731,
/INDS/SEA/RENDER7008,61632,
/SER/ROCH/GUESTW4137,61610,
/INDS/135/STEPHA8769,61559,
/VX/HOLY/MANAGE4239,61459,
/INDS/BLS/TRIBUT0085,61371,
/CARR/300/VMWARE8950,61313,
/INDS/AUS/FREDDI0426,61304,
/VX/BETH/COLEEN2527,61302,
/INDS/NPB/MOHDPI3818,61229,
/INDS/AUS/AUSTIN6668,61227,
/JLL/DIS/AXIOMI8741,61186,
/HINE/HOU/WATERO5389,61177,
/INDS/DART/XAVINC6256,61163,
/TISH/1230/ULCONM7322,61106,
/INDS/FSQ/MANNMO7984,61076,
/LAU/DC2/JONLAR7575,61058,
/NEXUS/1201/LLOYDT0078,61045,
/TISH/AQWA/IFOOD25645,60969,
/INDS/BEL/PRODUC4251,60830,
/INDS/BK/PETALS5968,60828,
/SER/KAN/STEVEN1451,60792,
/INDS/PLA/ORCASI2292,60775,
/ES/SM/GUESTW9699,60759,
/MC/HOU/INDUST0681,60756,
/INDS/NYC7/DIZONI4337,60688,
/FUSE/HOU/CHEYEN1128,60642,
/INDS/BOST4/GRAPHP0632,60627,
/INDS/PHI2/METROC0081,60602,
/INDS/IRV/8X8IRV5400,60546,
/INDS/LA3/NAJJMA5719,60483,
/CARR/DIA/PETERL3566,60457,
/INDS/COL2/LORING8509,60452,
/INDS/WM/TRAJEC4581,60390,
/SER/ATL/GREENE4998,60383,
/INDS/SAN2/MITTEC2094,60369,
/INDS/LAS/WSA5276471,60349,
/INDS/DFM/MUNELL5001,60345,
/INDS/135/ROOM136235,60344,
/INDS/DC2/FOGLAM8835,60309,
/INDS/STP/RISKST7440,60251,
/TISH/BEV/CIPRIA0508,60246,
/INDS/BK2/DMBUSA8108,60214,
/INDS/ARL/POTOMA8607,60195,
/CARR/EMB/BAYDAL5400,60132,
/INDS/LAS/CRESCE1159,60119,
/INDS/DART/186VEN2225,59894,
/INDS/FSQ/BANKRU0913,59796,
/TISH/1230/MERCER6111,59750,
/SER/DEN2/TRUSSM9871,59643,
/INDS/1PPC/LOUNGE0309,59634,
/INDS/IRV2/COMMON2902,59618,
/CARR/4800/REDFER8640,59615,
/TISH/595/TRANSU9630,59549,
/NYCOS/733/SMITHS9046,59492,
/CARR/3033/LAWOFF4523,59480,
/INDS/NYC7/THEMIX8968,59437,
/INDS/PHX2/PRIDEF4025,59427,
/CARR/LAS/FRIEND4163,59426,
/VX/BETH/ANSADV7807,59425,
/INDS/IRV2/JACKSC4281,59415,
/FUSE/AUS/POPGRO4186,59411,
/TISH/CS/HAROLD6461,59402,
/SER/CLA/INNOCE7470,59398,
/INDS/IND/DATA313717,59397,
/INDS/STP/HALLMA4938,59357,
/CC/DAL/THEHOP4012,59324,
/SER/DEN2/TRINSI6209,59320,
/INDS/WM/INDUST9569,59285,
/INDS/LAS/CLEARS8229,59236,
/INDS/DART/MAVENA0149,59225,
/INDS/PLA/ATWTAX7395,59187,
/INDS/PHI3/MANAGE6847,59186,
/INDS/PAL/CONTRA1759,59122,
/INDS/NYC7/RAINES5341,59093,
/INDS/909/DREAMT6083,58968,
/INDS/DC/NONVIO2314,58949,
/INDS/LA3/THESOU0402,58934,
/TISH/CON/CAMPEL6329,58893,
/INDS/DART/TECHGO0156,58878,
/INDS/WM/MARKET5770,58799,
/INDS/IRV/FLIPXL1368,58797,
/CARR/CTA/WIFIGU5975,58742,
/INDS/NYC/MFGALL2832,58705,
/CARR/ELW/MANAGE0781,58666,
/INDS/ARL2/CSD0095351,58664,
/TISH/CHI/OGURY98179,58444,
/INDS/BOULD/CODELA8771,58360,
/SER/MEM/LILYAX7066,58337,
/INDS/TEM/CANTER5328,58333,
/FUSE/HOU/ENSEAR3486,58322,
/INDS/CHAR/LHCOMP2405,58317,
/INDS/NYC7/EVERGR5145,58312,
/INDS/AUS3/LOUNGE0967,58301,
/CARR/TYS/REALTI0310,58087,
/INDS/ABER/NEWBRI1388,58016,
/INDS/PAL/AALYRI2715,58007,
/INDS/NYC7/FOOTHO3206,57979,
/INDS/CHAR/SULLIV6225,57965,
/INDS/323/DRIP164162,57935,
/INDS/PAS/GS19299040,57891,
/TISH/1230/HENRYC9892,57887,
/INDS/ABER/ONCOLL7170,57862,
/CARR/KST/LAWOFF3007,57854,
/FOUR/LAND/THOMAS6983,57706,
/INDS/ABER/NEWSTA3257,57691,
/INDS/2311/RUSHIL2243,57667,
/INDS/135/ARGOSY8491,57633,
/INDS/PAS2/X1DISC2824,57577,
/SER/CLA/ARTHUR9320,57556,
/INDS/JC/INGRED9365,57537,
/TISH/VAR/MICHAE6244,57508,
/JLL/TYS/SIGNAL3131,57459,
/INDS/ABER/BRIDGE3439,57446,
/INDS/SAN2/TOBINC1094,57413,
/JLL/CRYS/WIZ8527892,57382,
/INDS/PHI/CALIST0185,57356,
/INDS/NPB/MYREPA4578,57354,
/INDS/POR/PSBINS9441,57300,
/INDS/BK2/APOLLO9697,57230,
/CARR/LAS/JOSEPH3076,57206,
/JLL/15/HEDERA1813,57205,
/INDS/CHAR/TEAMCR8145,57150,
/TISH/300/THREAD7485,57092,
/INDS/PAS2/GAFUND9233,57086,
/CARR/4800/WIFIGU6145,57055,
/INDS/WM/DIGINS7877,56986,
/EOO/AVI/GUESTW2490,56984,
/CARR/3033/CLAREN9203,56966,
/INDS/KC/GRAYME4332,56960,
/INDS/LA5/CITYFI6939,56950,
/INDS/LA3/PENNMU2890,56949,
/INDS/FSQ/MARKIT5995,56866,
/CARR/ER/IMPROV9213,56855,
/CARR/DIA/HSVENT4839,56821,
/MAY/WAU/DISTRI0400,56816,
/INDS/909/GOODAN8128,56758,
