<expr>,ct.count,
/EXEC/HIP/LAWOFF1654,22360,
/HINE/HOU/REGINA3121,22351,
/OLI/CAR/JOHNSO0598,22327,
/INDS/NYC7/QUIQ843529,22320,
/INDS/CARM/GOOGLE2890,22317,
/SER/KAN/ONEHQ00330,22306,
/INDS/ROSE/SENTIN4872,22299,
/MAY/WAU/QUOVIS5827,22291,
/INDS/LAS/EAGLER3872,22279,
/DP/PL/WILLIA3591,22229,
/INDS/TOR/CCCOMM5076,22226,
/INDS/PAS/FIREWO7903,22222,
/INDS/32/RENEGA0870,22210,
/CARR/ER/ACCENT8086,22209,
/CARR/1050/NODINA5445,22177,
/INDS/NYC5/THEETH9970,22155,
/CARR/DIA/KIMBER4559,22142,
/INDS/WM/LIVYTE8957,22133,
/UNI/BUF/ABDULA5951,22122,
/JLL/RES/SIMTEL7448,22095,
/INDS/SEA/AMENGI3067,22078,
/BES/HOU/M3TECH5933,22065,
/INDS/HOU2/JANDMC8453,22061,
/INDS/DC/NATION2670,22047,
/INDS/STP/THELAN5154,22044,
/SYW/MAD/NLMKNO8103,22001,
/INDS/DC2/AMERIC0074,21979,
/TISH/300/APOSUS5972,21974,
/TISH/595/STUDIO9451,21966,
/JLL/15/ALISME1474,21921,
/SER/KAN/THRIVE5725,21895,
/JLL/DIS/MARACO2838,21874,
/INDS/AUS/THEPOR7706,21848,
/INDS/HY/PIMBRA1777,21847,
/SER/DEN2/RANGER7820,21830,
/INDS/NYC3/COMMON2942,21810,
/CARR/TYS/CONSTR9314,21801,
/SER/BUF2/AUBRYB3485,21801,
/INDS/DFM/THESMI4554,21794,
/INDS/LA5/MXPCOR5993,21786,
/COVE/AL/NUVISI0188,21774,
/FUSE/PRO/SUGARH4567,21773,
/INDS/2033/WORKSR1102,21772,
/INDS/DC2/TRESQU8350,21764,
/SER/ATL2/MOZLEY1724,21748,
/INDS/909/THEPAL8819,21747,
/INDS/TYS/INDUST9442,21745,
/INDS/1411/AMOUAG2070,21741,
/INDS/FSQ/DIGITA6879,21730,
/INDS/BOST4/DYNAMI8538,21723,
/JLL/CRYS/HANA242494,21716,
/DD/CH/DEGLOB1156,21707,
/INDS/DART/NETWOR3350,21700,
/JLL/DIS/HANKSO3733,21623,
/INDS/HOU2/PLANTD8372,21611,
/INDS/STP/WILLTO8208,21595,
/INDS/GLEN/DAVIDF2770,21585,
/SER/ATL3/KALAAC8801,21562,
/INDS/ROSE/NXTLLC3169,21547,
/INDS/BLS/FRUITF8999,21546,
/INDS/PHI3/LEVEL60084,21544,
/INDS/PHI2/VOZZI23017,21506,
/JLL/CHI/HERZUM4636,21498,
/INDS/SAN2/XPANSI2228,21497,
/INDS/SAN/LCAPIT4766,21482,
/VX/ARL/HENDER0862,21453,
/JLL/DIS/APRENT3579,21442,
/INDS/ABER/WAGGEN1008,21423,
/INDS/323/HOTWIR2444,21417,
/INDS/909/OFFICE7532,21408,
/INDS/PHX/INDUST0449,21392,
/INDS/NYC/BLEECK0701,21374,
/INDS/1PP/CROSSP2698,21337,
/HUGO/KEAR/KEARNY4405,21334,
/INDS/BOULD/WELLSP1841,21332,
/MAY/WAU/BREWCI5904,21308,
/INDS/LA3/POUYAG0073,21307,
/INDS/BOULD/INSIGH9060,21304,
/INDS/BOULD/UNITFI0941,21301,
/INDS/AUS2/BERTOL6274,21280,
/INDS/NYC/THEXDA4759,21274,
/SER/MNT/HUSCHB6363,21265,
/JLL/SEA/RYANLE5199,21256,
/INDS/HOU2/INDUST5975,21244,
/VX/DEN/ASSOCI4784,21237,
/TISH/VAR/CONVEN8177,21218,
/INDS/BLS/ATOMIC9864,21208,
/CC/PLA/SUNNYY5193,21189,
/INDS/NPB/MICHAE0090,21171,
/FOUR/LAND/BRIDGE4995,21167,
/VX/DEN2/MESIRO2726,21148,
/UNI/BUF/FASTTR0100,21147,
/CARR/300/EMERGE5723,21146,
/INDS/SEA/NETSKO7021,21143,
/INDS/KC/THEMCC9331,21141,
/INDS/NYC7/DUALIT2639,21131,
/INDS/2311/ZENYSI7781,21106,
/INDS/6060/BOYDEN0502,21088,
/TISH/BEV/HAMMON8324,21051,
/CARR/KST/ENGLEM1998,21045,
/INDS/PIT2/BROOKS9211,21039,
/VX/DEN2/AMERGI4058,21022,
/INDS/PAS/LIGHTB2341,20991,
/INDS/DC/AALYRI8193,20986,
/MAY/WAU/RESILI3733,20967,
/PREM/IRV/LAWOFF5894,20962,
/INDS/WM/TILLAB1464,20934,
/INDS/CHAR/AMPER21096,20912,
/NYCOS/420/PHOENI8522,20903,
/INDS/DART/NUIXNO7616,20886,
/CARR/ER/LAHEYL9061,20850,
/INDS/SAN2/TIBERC2395,20833,
/INDS/CARM/CRAINT7875,20822,
/INDS/SD/NEXUSB7592,20776,
/SER/WSP/MITIGA2970,20773,
/INDS/TOR/LEASAV9690,20772,
/CARR/1050/JONATH2411,20768,
/CARR/KST/OUTLOO1537,20766,
/INDS/DC7/GODFRE9456,20758,
/INDS/DART/PEARLH2975,20756,
/INDS/BOST/ECKLAN0676,20752,
/YO/CH/BLUEPR3817,20746,
/INDS/1722/MISSIO6918,20737,
/CARR/745/GLANCY2115,20728,
/JLL/RES/COLUMB1055,20698,
/INDS/LA3/JFLADV6684,20676,
/INDS/ROSE/GRIDSC2136,20671,
/EOO/AVI/GLOBAL5808,20645,
/OLI/CAR/NEWLEG2904,20638,
/HINE/HOU/FAILYS0811,20635,
/INDS/233/MADISO8137,20626,
/TISH/VAR/TWALI17163,20612,
/INDS/NYC5/DATADY2329,20536,
/TISH/CHI/TRUIST7487,20531,
/INDS/909/BURKEL5884,20519,
/INDS/WC/ALAMED1725,20519,
/INDS/2311/QEDGRO5602,20469,
/INDS/HY/BRIDGE1098,20462,
/INDS/AUS2/RUSSEL9926,20452,
/FUSE/PRO/JAMESW3990,20450,
/SER/WSP/RENTRE2566,20437,
/JLL/SEA/JLLSEA9477,20416,
/TW/VB/ELLIGE7275,20416,
/MAY/WAU/RISKST8041,20414,
/INDS/SAN2/PUREPR9893,20410,
/FOUR/LAND/IGNITE1143,20404,
/INDS/MIN1/ICREAT7047,20395,
/CARR/DIA/CARR185477,20377,
/INDS/DFM/ERICVA4011,20362,
/INDS/ARL/NESTRE0433,20358,
/INDS/TOR/DMATRI2215,20352,
/INDS/NYC7/PREDIC1520,20329,
/CC/PLA/MANAGE5301,20323,
/INDS/2033/ELIASL9818,20309,
/INDS/CHI3/TEMPLE9928,20287,
/JLL/CHI/MUTARE1771,20273,
/INDS/SAN3/INDUST0223,20264,
/CARR/745/LONEPE3832,20263,
/INDS/152/MPGOPE2152,20251,
/TISH/5TH/JUPITE6380,20237,
/INDS/PAS2/CANDES3786,20220,
/INDS/PHX2/JOSEIB1006,20210,
/INDS/323/COOKFO0331,20209,
/INDS/NPB/UNDEFE6104,20208,
/INDS/SAN2/PICSAR7282,20205,
/INDS/BEL/EQWEAL6090,20199,
/INDS/6060/ANGELC2851,20182,
/INDS/NYC5/NDERHO4831,20153,
/INDS/LA3/OXFORD5230,20129,
/INDS/ROSE/GEOCEN8218,20074,
/INDS/PAS2/SELFCH1910,20064,
/INDS/CLAY/IMERIT9661,20049,
/INDS/COL2/SERVIC4074,20019,
/INDS/MIN1/ZACHAR0726,19999,
/INDS/WM/INCCRR4803,19995,
/INDS/PHI3/CONTEN4621,19981,
/INDS/PIT2/ECHELO8368,19979,
/INDS/HOU2/JOURNE8539,19969,
/UNI/BUF/STUDEN7792,19969,
/INDS/SFL/RISEST6861,19939,
/INDS/NYC/NEWKIN1443,19923,
/INDS/PHI2/WILLIA0954,19894,
/INDS/BEL/VCITA95102,19887,
/INDS/135/APSASS6200,19875,
/INDS/PHI3/SELAHW8284,19871,
/SER/MCK/SKYLLF4807,19871,
/LAU/MD1/ELECTR2340,19862,
/SER/DEN2/DATATR1110,19858,
/VX/DEN/FORCEM0623,19827,
/CARR/745/NORTHS0142,19807,
/INDS/MIN1/NIGHGO1679,19800,
/INDS/PLA/ULFAND7227,19798,
/CARR/1050/LAKELA0452,19766,
/CC/DAL/JYHOSP0035,19759,
/INDS/BK/EDWARD0397,19746,
/UNI/BUF/SYNACO9633,19738,
/MAY/WAU/URBANE4621,19693,
/CARR/ER/WENDTW9055,19681,
/INDS/PAS2/CITYCO3565,19644,
/INDS/NYC8/ONLINE6403,19642,
/INDS/TOR/ZACKSL3905,19642,
/INDS/SLC2/RELXIN8084,19619,
/INDS/COL2/ENTERP5501,19597,
/INDS/GLEN/NATION8634,19594,
/INDS/MAN/JWOODC3020,19571,
/TISH/1230/STANDA9348,19557,
/INDS/WC/JOEMCC6248,19547,
/INDS/TEM/INDUST1551,19546,
/LAU/MD1/FORENS3353,19546,
/INDS/BOST/H1H2CA8103,19524,
/INDS/FSQ/ANNROB8178,19521,
/DCW/FAR/CONFIN5653,19504,
/INDS/NYC3/EPIONB6259,19499,
/UNI/BUF/CHARLI2968,19471,
/MAY/WAU/WISCON2784,19449,
/INDS/FSQ/HEADSU8327,19443,
/INDS/HY/LOTAME0572,19421,
/INDS/JC/DYANIA9828,19388,
/LAU/CP/ERINWA1120,19377,
/INDS/1411/GENIAU5638,19376,
/INDS/DC3/RACONT3446,19369,
/INDS/NYC7/EQSGRO8603,19369,
/INDS/STP/TITANT5949,19343,
/INDS/AUS/M3PART9619,19291,
/TISH/300/STRATE1894,19279,
/TISH/CON/JOAODO4010,19266,
/VX/ARL/NATSEC4684,19263,
/INDS/1PP/CAPSPE1075,19258,
/SER/NYC2/OPENYE2686,19249,
/INDS/BET2/MATTHE0886,19239,
/INDS/PAS2/CITYPA4988,19234,
/INDS/32/KOXA845708,19232,
/INDS/PHI2/DVANT06758,19224,
/INDS/KC/INFINI1643,19217,
/INDS/BK/GLOBAL4955,19182,
/INDS/PHI2/SCHEER2193,19168,
/INDS/PHI2/INOGEN0727,19146,
/TISH/CS/GUZMAN5466,19111,
/CARR/LAS/SOUNDC7391,19095,
/INDS/ARL/BRPT116058,19074,
/DCW/GT/NORTHW9208,19069,
/SER/WSP/BITWIS9467,19044,
/INDS/DED/RAZIAS5788,19042,
/INDS/WC/HOMERU8666,19002,
/SER/DEN2/JOHNNO7951,19002,
/TISH/300/TMCCOM8720,18992,
/CARR/3033/BLUESA0358,18988,
/TISH/DC/MANIFE2916,18987,
/INDS/ABER/HINGEH2862,18959,
/INDS/IRV/WEXFOR5695,18913,
/INDS/TOR/PROSPI5635,18899,
/INDS/NPB/INTERN3340,18892,
/EXEC/HIP/GLOBAL6979,18883,
/INDS/TYS/GLOBAL1208,18874,
/INDS/2033/DATADO0058,18861,
/SER/ATL/ALPHAB3796,18857,
/CARR/DIA/SLENGL8602,18852,
/INDS/WM/SIFTER9587,18850,
/INDS/6060/MITSUB2544,18847,
/INDS/SLC2/GREENL9819,18841,
/JLL/TYS/PINNAC8371,18829,
/VARI/COP/VARIRE7389,18807,
/INDS/RAL2/EARFLU3853,18802,
/CARR/MAM/GEDNEY9982,18801,
/INDS/ARL2/ZENSOL8174,18774,
/INDS/STP/ELEVAT1079,18758,
/INDS/DIV/HOLOTY9265,18757,
/INDS/JC/WENYAN2561,18752,
/INDS/TYS/ANDECO4487,18666,
/JLL/RES/QUANTU3452,18651,
/INDS/CM/CBCREA8148,18645,
/INDS/GLEN/FAMATE2500,18636,
/INDS/152/JANUSC9638,18619,
/CARR/1455/PALOAL0926,18610,
/ENT/5500/LENDLE3816,18604,
/INDS/DC2/GOVERN1078,18601,
/INDS/DART/PERSEI9637,18583,
/INDS/CAM/EMPOWE4717,18582,
/INDS/LAS/VIZIO84376,18560,
/INDS/CHI3/MCDOUG3293,18541,
/INDS/BEL/CONFLU5930,18517,
/LAU/CP/MATTLA3992,18507,
/INDS/6060/GIGS369553,18502,
/TISH/595/OUTERB1800,18493,
/SER/WSP/BENDOO8658,18484,
/GWC/SA/GROWIN7194,18472,
/UNI/BUF/THEFAM9140,18471,
/SER/NYC2/ISOS033715,18461,
/INDS/6060/BOBGAI8803,18449,
/INDS/BEL/KELLYM3541,18434,
/INDS/NYC3/PRYSMC3102,18431,
/INDS/POR/AMERIC6554,18429,
/INDS/2311/BRICLY7681,18413,
/INDS/WC/WORKIT8295,18387,
/TISH/AQWA/CSP7711483,18381,
/CARR/MAM/DONALD0029,18364,
/INDS/BEL/DATALI2382,18351,
/INDS/BK2/JILLIA8122,18337,
/DCW/FAR/TRANSP1850,18309,
/INDS/PHI2/STAMOS7126,18309,
/JLL/CHI/THEDEA1927,18291,
/CARR/TYS/JAPANR2050,18288,
/VX/DEN2/SARANG5889,18255,
/TISH/1230/ROSECA9335,18247,
/UNI/BUF/BEACON5584,18244,
/INDS/PAS2/WILLOW3445,18243,
/INDS/BK2/ACORA76205,18234,
/SER/KAN/TAXADV5256,18225,
/INDS/SAN2/TAUROC5227,18205,
/JLL/RES/RAUNER7626,18177,
/INDS/DC3/GERSTE2291,18128,
/UNI/BUF/RYANKN3022,18126,
/CARR/LAS/DELICA3835,18121,
/FUSE/AUS/BLACKR4563,18115,
/INDS/PAS2/SMARTD0950,18106,
/CARR/LIB/ENERGI0886,18072,
/HUGO/KEAR/KATIEA9981,18070,
/JLL/RES/WIPFLI3256,18060,
/FUSE/AUS/VIMAND9872,18055,
/INDS/WM/VACAYH1923,18041,
/INDS/BOST3/ROCKET3423,18036,
/INDS/PAS2/SANCTU0585,18031,
/TISH/DC/CAMBER4707,18030,
/SER/KAN/MEDALO9921,18009,
/INDS/1722/SLATEA3596,18002,
/INDS/CHI3/NEWLEA5449,17999,
/INDS/WC/BEAUTY0462,17977,
/INDS/233/PIZARR7847,17971,
/INDS/DC/NATION9685,17954,
/CARR/1455/WATKIN8884,17953,
/INDS/BK/GROWBR4841,17953,
/SER/MEM/KYLERU0218,17910,
/INDS/PIT2/HILLEL8847,17895,
/INDS/PHI/DANIEL6455,17861,
/INDS/DART/CHORUS3978,17858,
/CARR/MAM/KRISTI4358,17774,
/INDS/NYC8/ENGAGE5410,17771,
/CARR/1455/ARDENL7322,17768,
/INDS/BET2/BROPHY9209,17742,
/INDS/BOST3/NECTAR5748,17672,
/INDS/SAN2/WILDRI1676,17665,
/OLI/CAR/HTSCHE9202,17662,
/TISH/1230/PATOMA8678,17661,
/LV/CG/HINDMA5559,17614,
/CARR/WIS/THINKI3188,17595,
/INDS/NPB/DIGITA5167,17585,
/INDS/BK2/BASE100230,17583,
/CARR/1455/INCYTE5233,17580,
/INDS/SEA/DOUBLE2996,17578,
/UNI/BUF/ENERGY7691,17567,
/SER/ATL3/BUENAV2066,17552,
/NYCOS/AA/RENEWA8025,17531,
/VX/OAK/MICRON2339,17500,
/INDS/TOR/THECUL3471,17470,
/CARR/LAS/REENTE7385,17439,
/UNI/BUF/COMPLI6813,17437,
/INDS/WM/PASADE4440,17416,
/CARR/1701/BEACON3293,17388,
/TISH/1230/SOUTHE1214,17362,
/INDS/WC/LIVEPL2228,17360,
/TISH/1230/THESIN0642,17329,
/INDS/MAN/MANIVM7274,17281,
/INDS/323/NOMINE2469,17271,
/INDS/AUS3/PASCAL4575,17268,
/JLL/RES/DEDICA1666,17261,
/SYW/PB/APPOLO6706,17260,
/VX/DEN2/RAINMA0808,17257,
/CARR/1455/THENEW4986,17241,
/INDS/PAS2/MONACO8968,17240,
/VX/BETH/NATHAN9642,17217,
/INDS/PHI2/NINAPR3242,17204,
/INDS/DC3/SSOPEN5466,17202,
/SER/RID/LYNDAP0732,17198,
/CARR/DIA/OPENGO7973,17190,
/INDS/CH/MATTHE7667,17166,
/INDS/FSQ/YUSENL7054,17164,
/YO/CH/ROCKEF8049,17162,
/HUGO/KEAR/GOTHAM3454,17137,
/INDS/CARM/ANCHOR4061,17134,
/LW/717/AXIOM44115,17133,
/INDS/PAS2/CHARME5629,17114,
/SER/MNT/JLL5835627,17097,
/INDS/GLEN/PENNYA7700,17094,
/CARR/1455/WSTRAT3864,17087,
/INDS/LA3/LOGITI9652,17027,
/INDS/BLS/BLUEIV9997,17015,
/CARR/1325/ROBERT2397,16992,
/INDS/CHI3/LINHVO2340,16967,
/FOUR/LAND/PREMIE1127,16952,
/JLL/15/300MON7710,16948,
/INDS/MAN/TANGAP6582,16929,
/INDS/ABER/WELBIL9005,16928,
/INDS/DIV/TPI1302592,16906,
/INDS/DART/IMAGOD0071,16904,
/VX/OAK/ANIARR9339,16894,
/YO/CH/MATTMC7385,16873,
/INDS/AUS/TILLO38612,16857,
/EOO/AVI/THEPAR3934,16854,
/VX/DEN2/GOOSEH4997,16843,
/INDS/PAS2/FULLST7449,16828,
/INDS/SD/LAWOFF3504,16821,
/INDS/HY/DORNAN2226,16817,
/INDS/323/APSTAM2630,16796,
/TW/VB/JOSUEM2921,16788,
/SER/MAD/AUTORA6014,16785,
/CC/DAL/MANAGE2174,16770,
/HINE/HOU2/FEEDTH0477,16767,
/INDS/GLEN/KWCC866114,16731,
/TISH/525WM/TISHMA7106,16730,
/INDS/DFM/CARTER2158,16726,
/INDS/PAS2/ORBISM6863,16722,
/INDS/BK/VIRTUE5741,16701,
/FUSE/AUS/GAJESK9131,16692,
/INDS/1411/BLUEWH0680,16691,
/SER/ATL/WEKAPL7894,16689,
/UNI/BUF/ZACHHE8800,16688,
/INDS/DC/THELAP8585,16685,
/LV/CG/HOLLAN6765,16678,
/JLL/DIS/ONESPR0716,16671,
/INDS/ARL/LOUNGE9541,16669,
/INDS/DED/MESIRO7869,16665,
/INDS/IND/ARBORA4995,16657,
/INDS/NYC5/HOPEWE8771,16650,
/INDS/STP/CONVER8363,16649,
/INDS/POR/WETRAN1335,16646,
/INDS/6060/THINKL9467,16641,
/INDS/WM/MATERI1560,16640,
/INDS/BEL/EXPERT0908,16620,
/BLEND/NYC/IOIO941760,16604,
/CARR/4800/SANDRA3396,16599,
/INDS/WM/AGILON6620,16595,
/INDS/PAS2/THEBRO1835,16594,
/UNI/BUF/NICKFR5741,16592,
/MAY/WAU/DOUGHA1516,16587,
/INDS/SEA/RRDEVE9742,16583,
/TISH/BEV/SHAUNM6726,16582,
/VX/BETH/VILEDG2545,16553,
/TISH/525WM/STUDIO8301,16552,
/DD/CH/PRATEE7236,16546,
/FOUR/LAND/GILLVA7724,16525,
/INDS/HUD/CONDES3107,16514,
/INDS/LA3/NOVALE6478,16504,
/INDS/CH/ROBMAZ4504,16503,
/INDS/BLS/CLEARL5635,16493,
/INDS/BET/BRILLI7430,16489,
/LAU/ET/ERINHE2417,16489,
/INDS/PHX2/HOWARD0289,16467,
/INDS/NPB/CLUSTE5411,16463,
/INDS/KC/PLAZAI3683,16459,
/INDS/KC/TORREN5766,16457,
/SER/WSP/DWNLOA9171,16426,
/CARR/WIS/APPLIE6703,16419,
/INDS/909/SHORTE3443,16396,
/INDS/PHI3/USCONS8882,16396,
/INDS/CH/CLEANA9587,16395,
/EXEC/HIP/MARTIN3402,16383,
/JLL/DIS/INVEND5919,16381,
/INDS/DC/WINWIT0318,16380,
/CARR/WIS/AQUEDU5641,16366,
/HINE/HOU2/NATION4937,16365,
/INDS/909/925DOD9018,16332,
/CARR/1325/NATION7245,16328,
/SER/MAD/JANPRO4288,16326,
/INDS/NYC5/DEDICA7654,16305,
/INDS/PHX2/PRAGMA3907,16277,
/INDS/PHI2/ATOMIC8453,16272,
/INDS/6060/GLOBAL9339,16264,
/CARR/WIS/ELIEBE0894,16251,
/CARR/1455/DROPBO0972,16243,
/CC/DAL/INSTAN3442,16242,
/INDS/WM/EGGLIF7441,16215,
/TISH/BOS/WABBII9461,16207,
/EXEC/HIP/HHLADV4686,16202,
/CARR/DIA/BEINSA4634,16156,
/INDS/STP/THERED0538,16147,
/INDS/WM/1719HO8174,16110,
/OLI/CAR/CHEVER0672,16093,
/INDS/1411/ACCELE0653,16083,
/INDS/BK2/BROWNS9496,16049,
/INDS/PHI2/LANGHA7234,16028,
/CARR/SFL/WEAREM3889,16018,
/VX/DEN/KEYDAT5934,16015,
/EXEC/HIP/ATLASI4489,16013,
/INDS/1722/OFFERI3269,15979,
/INDS/BOST4/TAHOLL2214,15976,
/INDS/DIV/NICKLA5581,15959,
/JLL/DIS/COMMUN8122,15958,
/INDS/JC/ISEE783261,15954,
/INDS/NYC5/JUKEBO4938,15943,
/INDS/135/PHILLI3221,15940,
/CARR/TYS/LOUNGE4146,15921,
/INDS/LAS/CONSTR0688,15921,
/CC/PLA/DIMPLE9531,15901,
/INDS/1801/BETTER4937,15888,
/LV/CG/UNCONS2984,15852,
/CARR/300/CARRME3281,15837,
/UNI/BUF/BOBBYB4568,15808,
/INDS/TEM/LISTLO5862,15793,
/TISH/1230/VIRTUA7438,15791,
/CARR/3033/CHILDF0697,15786,
/INDS/PLA/BRIGHT6712,15786,
/INDS/1801/HIKE240421,15782,
/INDS/NYC8/SCALPE4744,15758,
/NYCOS/420/BLUMEN9544,15751,
/DCW/RON/SCHIFF4332,15749,
/INDS/SAN2/ORBISS2144,15747,
/UNI/BUF/CHRIST5690,15747,
/SER/ROCH/COLONI6552,15746,
/INDS/HY/OTRIUM7555,15729,
/INDS/WC/THOROP2160,15674,
/INDS/1722/ANALYS9105,15667,
/INDS/LA3/ALIGNR0157,15633,
/INDS/PHX2/VEDUPL1693,15632,
/INDS/SLC2/JUSTLA7397,15631,
/INDS/NYC5/MEDIAS2780,15628,
/SER/MAR/GUIDEW5476,15627,
/INDS/LA3/BALANI2519,15619,
/INDS/SFL/STILEE7760,15591,
/INDS/NYC/JADENE0140,15590,
/INDS/NYC4/BIOGRA5693,15573,
/INDS/CHI3/FNBADV9298,15562,
/CARR/300/SILVER1098,15553,
/INDS/323/TYLERB4226,15540,
/SER/CLA/HHCAPI1733,15508,
/INDS/BOULD/PHILCA0459,15500,
/INDS/MIN1/LOUNGE8757,15495,
/SER/MAR/RECRUI6200,15488,
/JLL/RES/DECODE3199,15486,
/INDS/2033/DIGITA5739,15467,
/INDS/PAS2/SYSTEM4590,15432,
/INDS/IND/NAPTOW5952,15431,
/JLL/NSH/SHI2810137,15431,
/INDS/TEM/LAMHOL3347,15427,
/INDS/NYC7/INDUST6018,15418,
/SER/MCK/MISSIO9153,15391,
/INDS/2311/STRIVE4617,15387,
/INDS/DC9/WDCDEL6425,15381,
/INDS/CAM/ASCEND9087,15379,
/INDS/MAN/SKILLS9443,15378,
/DD/CH/OMEGAR9359,15359,
/SER/RID/HASTEN3349,15359,
/INDS/TEM/AZVC528217,15357,
/INDS/233/NOVELL6646,15337,
/CARR/745/BLUMEN5706,15336,
/CARR/LAS/OJMGRO8338,15329,
/INDS/TOR/VITALI4775,15299,
/INDS/TOR/SOLEYC9883,15295,
/INDS/DC2/LEARNS4956,15293,
/VX/DEN/MARTZA5929,15284,
/INDS/PHX2/TEDDYM8088,15282,
/INDS/NPB/THEBAG1368,15277,
/INDS/6701/LOUNGE5370,15275,
/INDS/HUD/FORMIA0739,15272,
/CARR/ER/GAMMAS8716,15252,
/CARR/ER/CONSUL3400,15242,
/EOO/AVI/PCMAIN8032,15236,
/INDS/CLAY/CONTRA9186,15213,
/INDS/MIN1/DEVONT9207,15193,
/VX/BETH/CHRIST5142,15190,
/TISH/300/RUFFER5576,15187,
/INDS/BOULD/RAGNAR8681,15179,
/CARR/KST/NCMS412807,15171,
/SER/CLA/THEVMC3571,15151,
/INDS/TEM/FONTER3927,15147,
/SER/MCK/STADIU3334,15133,
/INDS/PHI/JACOBS3746,15131,
/INDS/NYC/AMERIC9058,15119,
/CARR/ELW/COVING8414,15090,
/INDS/LA5/SELFRE3765,15090,
/INDS/NYC5/LNL8118724,15087,
/JLL/CHES/SYNERG9699,15081,
/INDS/NPB/SIGNAT8207,15059,
/INDS/WM/CARPUT1937,15051,
/SER/BUF2/SCOTTR5570,15030,
/VX/DEN2/MADISO9592,15022,
/VX/HOLY/NCHOLA2327,15013,
/DD/CH/MOTHER5704,15011,
/INDS/PLA/RJWCON7184,15005,
/TISH/1230/972INC2254,14997,
/INDS/COL2/INDUST9250,14973,
/INDS/1411/BOALSW1101,14972,
/DD/ML/NAVINV4052,14951,
/JLL/RES/DAVENO6365,14939,
/TISH/300/COSINE0871,14931,
/INDS/IRV2/EDANLE6053,14915,
/DP/PL/ASTORL4318,14867,
/INDS/GLEN/ALLIAN8711,14866,
/INDS/ARL2/AFTONP0021,14864,
/YO/CH/BRIDGE6939,14853,
/INDS/CHI2/ANTHIL5103,14834,
/CARR/MAM/ADAMMA7173,14796,
/LAU/CP/TEDDYB1820,14780,
/INDS/KC/LESLIE5257,14757,
/CARR/1325/THREES8437,14729,
/INDS/MIN1/ENVIRO8306,14727,
/INDS/2033/CACTUS2995,14721,
/INDS/WC/INLIGH6495,14711,
/PREM/IRV/GOHOME6544,14708,
/INDS/BET2/APLUSL5799,14686,
/INDS/PLA/CIC8355767,14683,
/MC/HOU/CHICKF4703,14662,
/EXEC/HIP/HUGHCA6510,14651,
/INDS/NYC3/BETABY6231,14638,
/CARR/745/SILVER2912,14612,
/INDS/1PP/LOUNGE8937,14612,
/UNI/BUF/CHENCH5574,14602,
/INDS/323/ROXTAR2725,14575,
/INDS/NYC7/MUNICI0450,14565,
/INDS/SFL/CRUMFO1959,14553,
/CARR/LIB/CTGFED3263,14546,
/INDS/NYC8/JAMESH0933,14519,
/INDS/GLEN/LAPREM1184,14507,
/INDS/6060/RECORD2130,14478,
/CARR/1701/RIGHTA2988,14472,
/INDS/ARL2/LAUREN2554,14470,
/LAU/CP/SNELLI4903,14455,
/INDS/WM/SPARKE0066,14453,
/INDS/DED/GOCPAL3966,14450,
/TW/VB/LAKEVI6048,14448,
/DD/WB/THINKT3226,14440,
/CARR/TYS/WILDER5881,14430,
/INDS/HY/OPCAPI4929,14362,
/INDS/PHI2/JOELBI9844,14356,
/DD/ML/MALDON5133,14353,
/TISH/DC/MDBCOM8648,14336,
/INDS/BET/DLCMAN2244,14335,
/INDS/KC/ELEMEN1360,14308,
/INDS/1801/PURPLE5621,14301,
/INDS/BEL/VENFOR3266,14247,
/INDS/TOR/CLEANP1982,14236,
/INDS/DIV/SOLVIN0975,14231,
/CARR/1050/ARCHSP7621,14221,
/SER/MEM/IMAGIN1134,14174,
/INDS/DC3/MCMILL9194,14166,
/INDS/PHX2/KEELEY6501,14161,
/DD/ML/JULIAB9434,14149,
/JLL/DIS/FORESI3987,14136,
/INDS/BK2/WORKWE9165,14126,
/INDS/RAL2/BLUECO5148,14117,
/INDS/1722/SOTHEB0640,14109,
/TISH/333/GOCARD8236,14095,
/INDS/DC7/POLICY6327,14092,
/INDS/BOST4/DEBTXS8505,14088,
/INDS/WC/THEBAR2675,14080,
/OPT/AL/BIZOP58179,14068,
/DCW/GT/KITEBR9240,14066,
/CARR/LIB/THEARD3666,14059,
/SER/ATL3/FIFTHC9325,14042,
/DD/WB/RASAWO8040,14007,
/CARR/3033/DERRRE0201,14001,
/CARR/1455/PTCTHE2704,13984,
/INDS/BET/TASTEL0441,13970,
/SER/MNT/SOUTHE5702,13939,
/INDS/DC4/GARNAU3066,13923,
/INDS/DIV/BERYLM6198,13912,
/INDS/CARM/ITSAVV5258,13896,
/INDS/NYC4/INDUST4944,13895,
/FOUR/LAND/ANDREA9441,13894,
/INDS/NPB/WEBBGO2788,13891,
/INDS/SD/WARNER1411,13888,
/INDS/STP/SOLARF3060,13884,
/DD/ML/SPARKM1030,13883,
/INDS/STP/OLDHAM7942,13873,
/VX/DEN2/OLSONC2265,13863,
/JLL/15/EVERGR7024,13858,
/FOUR/LAND/TROVEG9452,13853,
/INDS/PAS2/PREFER7254,13848,
/VX/DEN2/TOSHIB8376,13838,
/DD/CH/RELAYG7543,13820,
/INDS/PIT2/WORK597431,13820,
/INDS/DC7/TJSGRO4628,13807,
/CARR/DIA/UNITED1641,13795,
/INDS/LA5/REMOTE4069,13794,
